customerID,gender,SeniorCitizen,Partner,Dependents,MonthlyCharges,TotalCharges,Contract,PaperlessBilling,Churn
7590-5435-00968,Female,0,No,No,95.27,5792.27,Month-to-month,No,No
7590-7795-00969,Female,0,No,No,106.25,2374.36,Month-to-month,No,No
7590-7927-00970,Female,1,No,No,39.21,1864.5,Month-to-month,Yes,Yes
7590-3215-00971,Female,0,Yes,Yes,109.25,7287.63,Two year,Yes,No
7590-3136-00972,Female,0,No,Yes,93.89,6320.71,Month-to-month,No,No
7590-1574-00973,Male,0,Yes,No,112.07,5505.18,One year,No,No
7590-4610-00974,Female,0,No,Yes,67.36,1061.89,Two year,Yes,No
7590-2320-00975,Male,0,Yes,No,63.38,1680.6,Month-to-month,Yes,No
7590-6542-00976,Female,0,Yes,No,53.79,4135.81,Two year,No,No
7590-6934-00977,Male,0,Yes,No,41.46,4279.45,Month-to-month,Yes,Yes
7590-3914-00978,Male,0,No,No,118.11,903.96,Month-to-month,No,Yes
7590-3917-00979,Female,1,No,Yes,66.31,1089.82,Month-to-month,No,Yes
7590-2029-00980,Male,0,Yes,No,23.54,4003.4,Two year,No,No
7590-9637-00981,Male,0,No,No,21.39,2839.97,One year,Yes,No
7590-5420-00982,Male,0,Yes,Yes,64.63,1678.12,Month-to-month,Yes,No
7590-2172-00983,Female,1,No,No,45.53,7365.46,Month-to-month,No,No
7590-3541-00984,Female,0,No,Yes,118.98,2284.02,Month-to-month,No,Yes
7590-2686-00985,Female,0,No,No,57.3,3560.29,Month-to-month,Yes,No
7590-3644-00986,Female,1,Yes,No,101.14,7130.21,Month-to-month,No,No
7590-8518-00987,Male,0,No,No,42.43,88.03,Month-to-month,No,Yes
7590-4873-00988,Male,0,No,No,32.6,1874.62,Two year,Yes,No
7590-6833-00989,Female,0,No,Yes,40.05,3427.76,Month-to-month,No,No
7590-8078-00990,Male,0,Yes,No,97.63,6342.14,Two year,Yes,No
7590-7640-00991,Female,0,Yes,Yes,23.67,1265.55,Month-to-month,Yes,Yes
7590-7376-00992,Male,0,No,No,100.02,6319.88,Month-to-month,No,No
7590-9378-00993,Male,0,No,No,108.53,1280.77,Month-to-month,Yes,Yes
7590-8602-00994,Male,0,Yes,No,35.65,6878.01,Month-to-month,No,No
7590-8127-00995,Male,0,Yes,No,95.12,5384.71,Month-to-month,No,Yes
7590-4449-00996,Female,0,Yes,No,79.75,4110.88,Month-to-month,Yes,No
7590-3624-00997,Male,1,Yes,No,82.3,4821.23,Two year,No,No
7590-3043-00998,Female,0,No,Yes,37.68,6571.58,Month-to-month,Yes,No
7590-5353-00999,Male,0,No,Yes,83.09,1342.63,Two year,Yes,No
7590-9527-01000,Female,0,Yes,No,90.59,5641.8,Month-to-month,No,No
7590-9643-01001,Male,0,No,No,108.33,6705.8,Month-to-month,Yes,No
7590-1264-01002,Female,0,No,No,102.72,3675.27,Month-to-month,Yes,No
7590-1049-01003,Male,0,No,No,77.72,5033.2,Month-to-month,Yes,No
7590-6569-01004,Male,0,No,Yes,64.81,2966.01,Month-to-month,No,Yes
7590-5506-01005,Female,0,Yes,No,111.96,6740.28,Month-to-month,No,Yes
7590-7224-01006,Male,1,Yes,No,100.97,2767.76,Month-to-month,Yes,Yes
7590-6117-01007,Male,0,Yes,No,103.64,2451.72,Two year,Yes,No
7590-5182-01008,Male,0,No,No,86.36,7972.54,One year,No,No
7590-7234-01009,Male,0,Yes,No,54.05,7065.86,Month-to-month,Yes,No
7590-7110-01010,Female,0,No,No,35.41,2391.96,Month-to-month,No,No
7590-1186-01011,Male,0,No,Yes,47.88,5735.91,One year,Yes,No
7590-5366-01012,Female,0,No,No,68.14,7177.88,Month-to-month,No,No
7590-9739-01013,Female,0,Yes,No,113.68,3460.03,Month-to-month,Yes,Yes
7590-1088-01014,Female,0,Yes,No,68.73,5956.57,Two year,Yes,No
7590-1914-01015,Male,0,Yes,No,74.33,2263.29,Month-to-month,No,No
7590-6428-01016,Female,0,No,No,30.28,6584.84,One year,No,No
7590-6650-01017,Female,0,Yes,Yes,111.73,1423.73,Month-to-month,No,Yes
7590-7126-01018,Female,0,Yes,No,65.76,668.75,Month-to-month,No,Yes
7590-7594-01019,Female,1,No,No,98.05,6438.96,One year,Yes,No
7590-6876-01020,Male,0,Yes,Yes,62.71,7939.71,Month-to-month,No,No
7590-2563-01021,Male,0,No,No,93.87,2202.97,Month-to-month,Yes,No
7590-2860-01022,Male,0,Yes,Yes,115.47,4649.08,Month-to-month,Yes,Yes
7590-9666-01023,Male,0,Yes,No,51.21,317.55,Month-to-month,Yes,Yes
7590-3270-01024,Female,0,Yes,Yes,72.0,5659.49,Month-to-month,No,No
7590-6123-01025,Female,0,Yes,No,92.14,2141.83,Month-to-month,Yes,Yes
7590-7910-01026,Female,0,Yes,Yes,91.79,3545.68,Month-to-month,No,Yes
7590-4878-01027,Male,0,No,No,46.41,4374.94,Month-to-month,Yes,No
7590-4082-01028,Male,0,Yes,No,22.15,5499.23,One year,Yes,No
7590-1213-01029,Female,0,Yes,No,26.27,1664.76,Month-to-month,Yes,Yes
7590-5681-01030,Male,0,Yes,Yes,19.39,2519.7,One year,No,No
7590-1427-01031,Female,0,No,Yes,100.54,7912.08,Month-to-month,No,No
7590-2591-01032,Female,0,No,No,70.55,1768.92,Month-to-month,Yes,Yes
7590-1764-01033,Female,0,No,No,85.86,6747.75,One year,No,No
7590-8414-01034,Male,0,Yes,No,61.47,2689.69,Month-to-month,No,Yes
7590-8782-01035,Male,0,No,No,56.51,7060.54,Month-to-month,No,Yes
7590-8561-01036,Female,1,No,No,23.0,5883.75,Month-to-month,No,No
7590-4536-01037,Female,0,No,No,55.98,5988.91,Month-to-month,No,Yes
7590-3933-01038,Male,1,Yes,No,95.14,6524.62,Month-to-month,No,No
7590-4373-01039,Female,1,No,No,103.72,5803.88,One year,Yes,No
7590-3466-01040,Male,1,Yes,No,63.67,4163.64,One year,No,No
7590-8971-01041,Female,1,Yes,No,107.55,4989.93,Month-to-month,Yes,Yes
7590-4130-01042,Male,0,No,Yes,28.64,4039.81,One year,No,No
7590-5956-01043,Male,0,No,No,56.78,801.99,Month-to-month,Yes,Yes
7590-6403-01044,Male,1,Yes,No,35.54,3513.32,Month-to-month,No,No
7590-6567-01045,Female,0,Yes,No,106.56,5034.67,Month-to-month,No,No
7590-4874-01046,Female,1,No,No,103.45,833.18,One year,Yes,No
7590-8122-01047,Male,0,No,Yes,68.53,451.1,Month-to-month,Yes,Yes
7590-8637-01048,Male,1,No,No,106.75,7142.39,Month-to-month,No,No
7590-3506-01049,Male,0,No,Yes,18.81,3679.38,Month-to-month,Yes,No
7590-9322-01050,Male,0,Yes,No,46.76,2087.78,Month-to-month,Yes,No
7590-3724-01051,Male,0,Yes,No,65.03,4802.46,Two year,No,No
7590-6668-01052,Female,0,No,No,85.74,237.61,Two year,Yes,No
7590-1305-01053,Male,0,No,No,68.48,6621.58,One year,No,No
7590-9256-01054,Female,0,No,No,105.53,1364.79,One year,Yes,No
7590-6375-01055,Male,1,No,No,73.78,4041.28,Month-to-month,Yes,Yes
7590-9020-01056,Male,0,No,No,30.92,4079.25,Month-to-month,Yes,No
7590-8078-01057,Male,0,No,No,92.33,5441.75,Month-to-month,No,Yes
7590-2952-01058,Female,0,No,Yes,24.82,7115.95,Month-to-month,Yes,No
7590-4052-01059,Male,0,No,No,74.57,847.61,Two year,Yes,No
7590-2553-01060,Female,0,No,No,35.13,5065.52,Two year,Yes,No
7590-9135-01061,Male,0,No,No,103.75,1162.53,Month-to-month,Yes,No
7590-5547-01062,Male,0,No,No,64.25,3432.91,One year,Yes,No
7590-9912-01063,Female,0,No,Yes,85.76,6477.68,Month-to-month,Yes,No
7590-2223-01064,Male,0,Yes,No,19.98,1409.54,Month-to-month,No,No
7590-4646-01065,Male,1,No,Yes,95.74,1753.06,Month-to-month,No,Yes
7590-2226-01066,Male,1,No,No,45.71,1512.52,Two year,No,No
7590-9667-01067,Female,0,No,No,107.62,7838.74,Two year,No,No
7590-7086-01068,Female,0,Yes,No,52.87,2103.9,Month-to-month,Yes,No
7590-9566-01069,Female,0,No,No,95.65,6576.78,Two year,Yes,No
7590-1856-01070,Male,0,Yes,Yes,19.19,2027.17,Month-to-month,No,No
7590-5143-01071,Male,0,No,No,89.76,654.16,Month-to-month,No,Yes
7590-6617-01072,Female,0,No,No,88.66,1035.16,Month-to-month,No,No
7590-8129-01073,Male,0,Yes,No,70.77,2461.73,Month-to-month,Yes,No
7590-4231-01074,Female,0,No,No,119.29,818.47,Two year,Yes,No
7590-3510-01075,Female,0,No,Yes,25.22,1968.9,Two year,No,No
7590-3264-01076,Female,0,No,Yes,50.77,6654.03,One year,No,No
7590-7451-01077,Female,0,No,No,46.07,6143.18,Month-to-month,Yes,No
7590-5360-01078,Female,0,Yes,No,62.32,1402.29,Month-to-month,No,No
7590-8486-01079,Male,0,No,No,42.78,6783.99,Two year,Yes,No
7590-6465-01080,Female,1,No,No,45.01,6075.2,Two year,Yes,No
7590-7783-01081,Female,1,No,No,104.06,4177.85,Two year,Yes,No
7590-8235-01082,Female,0,No,No,24.11,1084.81,Two year,Yes,No
7590-1648-01083,Male,0,Yes,No,79.96,1876.86,Month-to-month,Yes,Yes
7590-3033-01084,Male,0,Yes,Yes,68.02,696.41,Month-to-month,No,Yes
7590-3401-01085,Female,0,No,No,52.49,6527.82,One year,No,No
7590-9733-01086,Male,0,Yes,No,78.68,4742.74,Month-to-month,Yes,Yes
7590-6003-01087,Female,1,No,No,57.01,424.39,Month-to-month,No,Yes
7590-1460-01088,Female,0,Yes,No,58.3,4100.61,Two year,No,No
7590-3936-01089,Male,0,No,No,112.02,4203.26,One year,No,No
7590-9680-01090,Male,0,No,No,20.78,5773.3,Month-to-month,Yes,No
7590-1396-01091,Male,0,Yes,No,88.17,4337.98,Month-to-month,No,Yes
7590-2122-01092,Male,0,No,Yes,29.1,6181.4,Two year,Yes,No
7590-9562-01093,Male,1,No,No,18.35,3335.78,One year,Yes,No
7590-2905-01094,Male,0,No,No,32.12,6580.36,Two year,Yes,No
7590-9628-01095,Male,0,Yes,No,100.37,5014.23,Month-to-month,Yes,No
7590-1599-01096,Female,1,Yes,No,52.59,5129.81,One year,Yes,No
7590-7301-01097,Male,1,No,No,108.03,2728.68,Two year,Yes,Yes
7590-8631-01098,Male,0,No,No,47.61,6282.03,One year,Yes,No
7590-3199-01099,Male,0,Yes,No,88.53,7888.73,Two year,Yes,No
7590-3269-01100,Male,0,Yes,No,88.71,2622.15,Two year,Yes,No
7590-2137-01101,Male,0,Yes,Yes,116.55,5622.33,Two year,Yes,No
7590-9423-01102,Male,1,Yes,Yes,25.93,6055.56,Two year,Yes,No
7590-7783-01103,Female,0,No,Yes,37.34,3275.66,One year,Yes,No
7590-8037-01104,Female,0,Yes,No,64.98,211.54,One year,No,No
7590-6545-01105,Male,0,No,No,107.63,3801.62,Month-to-month,No,Yes
7590-2581-01106,Male,0,Yes,No,99.95,6888.92,Month-to-month,Yes,Yes
7590-4384-01107,Female,0,Yes,Yes,49.58,7610.42,Two year,Yes,No
7590-9642-01108,Female,0,No,No,111.45,7116.96,Month-to-month,No,No
7590-9385-01109,Female,0,No,No,98.99,52.25,Month-to-month,Yes,No
7590-8874-01110,Female,0,No,No,105.82,3227.98,Month-to-month,No,Yes
7590-2182-01111,Male,1,Yes,No,119.92,6568.83,One year,Yes,No
7590-6129-01112,Male,0,No,Yes,116.62,7650.78,Two year,No,No
7590-3102-01113,Male,0,No,No,21.82,2575.49,One year,No,No
7590-1946-01114,Male,0,Yes,No,98.28,5650.91,Two year,No,No
7590-2961-01115,Male,1,Yes,No,114.94,6552.68,Month-to-month,Yes,Yes
7590-3666-01116,Female,0,No,No,57.39,2095.07,Month-to-month,Yes,No
7590-2383-01117,Female,1,Yes,Yes,85.9,6864.24,One year,No,No
7590-6467-01118,Male,0,Yes,Yes,89.68,5804.44,One year,No,No
7590-2954-01119,Female,0,No,No,24.36,4970.05,Month-to-month,Yes,No
7590-9965-01120,Male,0,No,Yes,77.6,1998.06,Month-to-month,Yes,No
7590-5989-01121,Female,0,Yes,Yes,70.92,4667.49,Month-to-month,Yes,Yes
7590-7859-01122,Male,0,No,No,89.73,442.84,Month-to-month,Yes,Yes
7590-2210-01123,Female,0,No,No,116.67,7511.63,Month-to-month,Yes,No
7590-4944-01124,Female,1,No,No,49.21,5404.73,One year,Yes,No
7590-6004-01125,Male,0,Yes,No,18.15,5470.95,One year,No,No
7590-1848-01126,Female,0,No,No,119.59,7780.89,Month-to-month,No,Yes
7590-2811-01127,Male,0,No,No,116.43,789.25,Month-to-month,No,Yes
7590-6316-01128,Female,0,No,No,99.75,4111.6,One year,No,No
7590-7136-01129,Male,1,Yes,Yes,46.57,4819.72,Month-to-month,Yes,Yes
7590-1599-01130,Male,0,No,No,68.92,1537.17,Month-to-month,Yes,Yes
7590-3916-01131,Male,0,Yes,Yes,45.54,5438.61,Two year,Yes,No
7590-2027-01132,Female,0,Yes,No,35.48,4093.83,Two year,Yes,No
7590-6716-01133,Male,1,No,No,97.1,5564.32,One year,Yes,No
7590-7593-01134,Female,0,Yes,No,43.17,3626.18,Month-to-month,Yes,No
7590-3609-01135,Male,0,No,No,52.79,2514.36,Two year,Yes,No
7590-2721-01136,Female,1,Yes,Yes,98.93,7969.12,Month-to-month,No,Yes
7590-2266-01137,Male,0,No,No,37.55,5157.08,One year,No,No
7590-6450-01138,Female,0,Yes,Yes,105.12,4646.56,Two year,Yes,No
7590-8695-01139,Male,1,Yes,No,34.7,4303.62,Month-to-month,No,Yes
7590-7175-01140,Male,0,No,Yes,35.44,1135.61,Month-to-month,Yes,Yes
7590-2564-01141,Female,1,No,No,75.44,7577.01,One year,Yes,No
7590-8771-01142,Female,0,No,Yes,50.56,566.87,Month-to-month,No,No
7590-4460-01143,Female,0,No,No,99.16,7296.98,Month-to-month,No,No
7590-2855-01144,Female,0,No,No,36.39,3432.23,Month-to-month,No,No
7590-1430-01145,Female,0,Yes,No,79.43,877.97,Two year,Yes,No
7590-4852-01146,Male,0,No,No,114.41,3649.59,Month-to-month,No,No
7590-3096-01147,Female,0,No,Yes,20.28,6248.95,Month-to-month,No,Yes
7590-6441-01148,Female,0,Yes,No,82.89,2972.17,Month-to-month,Yes,No
7590-6173-01149,Male,0,Yes,No,57.39,4802.3,Month-to-month,No,No
7590-5967-01150,Male,0,No,No,68.63,2777.92,One year,No,Yes
7590-8971-01151,Female,1,Yes,Yes,33.55,7452.53,Month-to-month,Yes,Yes
7590-4147-01152,Female,0,Yes,No,54.27,3078.69,Month-to-month,No,Yes
7590-9539-01153,Male,0,Yes,Yes,99.04,1178.79,One year,Yes,No
7590-8152-01154,Male,1,No,Yes,29.43,790.8,Month-to-month,No,No
7590-7455-01155,Female,0,Yes,No,36.94,3500.78,One year,No,No
7590-7783-01156,Male,0,Yes,No,91.07,6662.01,Month-to-month,Yes,No
7590-7342-01157,Female,0,Yes,Yes,96.39,2719.8,Month-to-month,No,Yes
7590-8494-01158,Female,1,No,No,94.11,5205.67,Month-to-month,No,Yes
7590-5611-01159,Female,0,No,No,99.41,3305.08,Month-to-month,No,Yes
7590-2396-01160,Male,0,No,No,76.63,3587.27,Two year,Yes,No
7590-8700-01161,Male,0,No,No,25.17,3259.88,Month-to-month,Yes,Yes
7590-6699-01162,Female,0,No,No,111.87,2419.03,One year,Yes,No
7590-8122-01163,Male,0,Yes,No,21.58,2332.74,Month-to-month,No,No
7590-9348-01164,Male,0,No,No,75.54,7297.98,Two year,No,No
7590-4538-01165,Male,1,Yes,No,82.62,1751.19,Month-to-month,Yes,Yes
7590-1691-01166,Female,0,No,No,103.5,4331.06,Month-to-month,Yes,No
7590-1689-01167,Male,0,No,No,60.28,3989.63,Two year,Yes,No
7590-2800-01168,Female,1,Yes,Yes,103.74,7719.79,Month-to-month,No,Yes
7590-5997-01169,Female,0,No,No,112.0,5322.97,Two year,No,No
7590-9842-01170,Male,1,Yes,No,91.55,2203.32,Month-to-month,Yes,Yes
7590-3025-01171,Female,1,Yes,No,57.3,4491.64,Two year,Yes,No
7590-2258-01172,Female,0,Yes,No,61.51,7904.59,One year,Yes,No
7590-4881-01173,Female,0,Yes,No,45.97,858.7,Two year,Yes,No
7590-3142-01174,Male,0,Yes,No,72.87,1185.43,Two year,No,No
7590-3270-01175,Male,0,No,Yes,73.24,359.79,Two year,No,No
7590-4061-01176,Male,0,Yes,No,97.35,3541.99,Month-to-month,Yes,Yes
7590-6305-01177,Male,0,Yes,No,95.56,1940.94,Month-to-month,Yes,Yes
7590-7390-01178,Female,0,No,No,53.97,2334.26,One year,Yes,No
7590-2427-01179,Male,1,No,No,101.51,7525.33,Month-to-month,No,Yes
7590-2928-01180,Female,1,No,No,23.22,6962.73,Month-to-month,No,Yes
7590-8702-01181,Female,0,Yes,No,105.56,4213.83,Two year,No,No
7590-7761-01182,Male,0,Yes,Yes,39.93,2434.82,Month-to-month,No,No
7590-9224-01183,Male,0,Yes,Yes,64.15,3036.65,Two year,Yes,No
7590-4027-01184,Female,0,No,No,114.72,1757.13,One year,No,No
7590-7638-01185,Male,0,No,No,88.82,816.62,Two year,No,No
7590-8943-01186,Male,0,No,No,47.46,6683.87,One year,Yes,No
7590-9159-01187,Female,0,Yes,No,41.68,5557.57,Two year,Yes,No
7590-2231-01188,Male,0,Yes,No,118.32,217.91,One year,No,No
7590-9361-01189,Female,0,Yes,No,99.94,1791.67,Two year,No,No
7590-6484-01190,Female,0,Yes,No,64.81,6229.73,One year,No,No
7590-6491-01191,Male,0,Yes,Yes,95.96,3675.64,Month-to-month,No,No
7590-7262-01192,Female,0,Yes,No,97.61,2599.88,One year,Yes,No
7590-2185-01193,Female,1,No,No,20.1,3608.36,Month-to-month,No,Yes
7590-5258-01194,Female,0,Yes,No,19.82,4445.12,Month-to-month,No,No
7590-9287-01195,Female,1,Yes,Yes,36.87,7794.77,Two year,Yes,No
7590-2182-01196,Male,0,Yes,No,59.35,5147.3,Two year,No,No
7590-5928-01197,Male,0,Yes,Yes,113.47,6959.58,Month-to-month,No,No
7590-5016-01198,Male,0,No,No,27.78,5302.83,Month-to-month,No,No
7590-1050-01199,Male,0,Yes,Yes,82.2,132.65,Month-to-month,No,Yes
7590-3266-01200,Male,0,Yes,No,65.7,4406.59,One year,No,No
7590-7114-01201,Male,0,No,No,43.51,3667.29,Month-to-month,Yes,Yes
7590-4079-01202,Male,0,Yes,No,75.21,465.35,Two year,No,No
7590-6145-01203,Male,0,Yes,No,39.48,3824.18,Month-to-month,No,No
7590-5604-01204,Male,0,No,Yes,77.38,7133.43,One year,No,No
7590-7704-01205,Male,0,No,No,93.65,7795.16,Two year,Yes,No
7590-3870-01206,Male,0,Yes,No,25.38,6356.76,One year,Yes,No
7590-9880-01207,Female,0,No,No,69.95,5407.32,One year,No,No
7590-4701-01208,Male,0,No,No,75.51,6108.85,Month-to-month,Yes,No
7590-2640-01209,Female,0,Yes,No,70.62,2875.9,One year,Yes,No
7590-3110-01210,Male,0,Yes,No,39.71,7345.07,Month-to-month,Yes,No
7590-8732-01211,Male,1,No,Yes,77.87,5704.05,Month-to-month,No,Yes
7590-8510-01212,Female,0,No,No,46.94,5857.11,Month-to-month,No,No
7590-1093-01213,Male,0,Yes,No,110.02,6599.76,One year,No,No
7590-4534-01214,Male,0,No,Yes,62.7,3508.04,Two year,Yes,No
7590-3322-01215,Male,0,Yes,Yes,48.3,2262.03,Two year,No,No
7590-2525-01216,Female,0,Yes,No,50.19,4762.05,Month-to-month,Yes,Yes
7590-9071-01217,Female,0,No,No,96.89,523.13,Month-to-month,Yes,Yes
7590-3176-01218,Male,0,Yes,No,74.77,3311.12,Two year,Yes,No
7590-6238-01219,Male,1,Yes,No,80.17,7061.67,One year,Yes,No
7590-2291-01220,Male,0,Yes,No,100.38,5715.37,One year,No,No
7590-3230-01221,Male,0,Yes,No,33.22,4837.8,Month-to-month,No,Yes
7590-5671-01222,Male,0,No,No,40.03,4366.72,Two year,No,No
7590-4819-01223,Male,0,No,Yes,25.94,6668.01,Month-to-month,No,No
7590-2523-01224,Female,0,No,No,23.93,2052.36,Month-to-month,No,Yes
7590-8556-01225,Female,0,Yes,No,105.8,5470.74,One year,Yes,No
7590-4707-01226,Male,0,No,No,79.69,2975.72,Month-to-month,Yes,Yes
7590-9869-01227,Female,1,Yes,Yes,90.02,7926.85,Two year,No,No
7590-1974-01228,Male,0,No,Yes,53.36,6102.99,One year,No,No
7590-8183-01229,Male,0,No,Yes,82.4,7575.16,Two year,Yes,No
7590-5196-01230,Male,1,Yes,No,80.81,3815.47,Month-to-month,No,Yes
7590-7421-01231,Male,0,Yes,No,28.36,3838.91,Two year,Yes,No
7590-6313-01232,Female,0,Yes,No,82.42,7509.71,Month-to-month,Yes,Yes
7590-5144-01233,Male,0,Yes,Yes,51.41,636.4,Month-to-month,Yes,No
7590-8013-01234,Female,0,Yes,No,33.78,7491.27,Month-to-month,No,No
7590-2876-01235,Male,0,Yes,Yes,31.79,5418.6,One year,No,No
7590-5199-01236,Male,1,Yes,No,94.99,3028.12,Month-to-month,Yes,No
7590-1082-01237,Male,0,Yes,No,95.3,122.57,Two year,Yes,No
7590-8981-01238,Male,0,Yes,Yes,20.69,4789.28,One year,No,No
7590-7970-01239,Female,0,Yes,No,78.65,4897.79,Month-to-month,Yes,No
7590-9083-01240,Female,0,Yes,Yes,50.66,2201.15,Month-to-month,Yes,No
7590-9145-01241,Female,0,No,No,81.86,6026.62,Two year,No,No
7590-6931-01242,Male,1,Yes,No,47.74,6713.17,One year,No,No
7590-5695-01243,Female,1,Yes,Yes,72.38,1112.17,Two year,No,No
7590-2841-01244,Male,0,No,No,46.34,2354.26,Two year,No,No
7590-7354-01245,Female,1,No,No,68.73,4020.99,One year,No,No
7590-9365-01246,Female,0,No,No,71.93,3943.16,Month-to-month,Yes,Yes
7590-8182-01247,Female,0,No,Yes,104.72,7087.17,Two year,Yes,No
7590-4960-01248,Male,0,Yes,No,115.53,249.13,Month-to-month,Yes,Yes
7590-2525-01249,Female,1,Yes,Yes,80.11,6045.22,One year,No,No
7590-1069-01250,Male,1,Yes,No,82.63,4878.61,Two year,Yes,No
7590-9538-01251,Female,0,Yes,No,74.51,5096.69,Two year,No,No
7590-8959-01252,Male,0,Yes,No,119.61,5826.46,Month-to-month,Yes,Yes
7590-1411-01253,Male,0,No,No,37.48,6347.54,Two year,No,No
7590-3160-01254,Female,0,Yes,No,87.06,6541.95,Month-to-month,Yes,Yes
7590-1448-01255,Male,1,Yes,No,74.26,3144.72,One year,No,No
7590-1774-01256,Female,0,Yes,Yes,97.29,2421.09,Month-to-month,Yes,No
7590-4347-01257,Male,0,Yes,No,52.9,1547.79,Month-to-month,Yes,Yes
7590-6030-01258,Female,0,Yes,No,94.37,5403.0,Month-to-month,No,No
7590-8340-01259,Male,0,No,No,45.35,1070.36,One year,Yes,No
7590-6211-01260,Male,0,No,No,56.93,3870.01,Two year,No,No
7590-3986-01261,Male,0,Yes,No,108.0,393.28,Two year,Yes,No
7590-5672-01262,Male,0,No,Yes,97.29,3242.64,Two year,No,No
7590-8527-01263,Male,0,Yes,No,94.62,2495.62,Month-to-month,Yes,Yes
7590-4360-01264,Female,0,Yes,No,100.7,950.44,One year,Yes,No
7590-1992-01265,Male,0,Yes,No,70.39,5070.61,Two year,No,No
7590-2183-01266,Male,0,No,No,113.1,7368.56,Month-to-month,No,No
7590-3690-01267,Female,0,No,Yes,58.9,2785.0,Two year,No,No
7590-7470-01268,Male,0,Yes,No,72.21,7151.57,Month-to-month,No,No
7590-8940-01269,Female,1,No,No,36.41,1002.23,Month-to-month,Yes,Yes
7590-1531-01270,Female,0,No,No,60.2,4052.33,Month-to-month,No,No
7590-9748-01271,Male,0,No,No,51.56,2903.23,Month-to-month,Yes,Yes
7590-9556-01272,Female,0,No,No,106.55,7047.04,Month-to-month,Yes,No
7590-1447-01273,Male,0,Yes,No,77.31,3009.73,Month-to-month,No,Yes
7590-2427-01274,Female,0,Yes,No,73.63,5128.97,Month-to-month,Yes,No
7590-2424-01275,Male,0,Yes,Yes,31.78,135.96,Two year,Yes,No
7590-9202-01276,Female,0,Yes,No,79.89,1416.42,Month-to-month,No,Yes
7590-3067-01277,Male,0,No,Yes,33.46,296.73,One year,No,No
7590-2126-01278,Male,0,Yes,No,108.83,5719.61,Month-to-month,Yes,No
7590-2341-01279,Male,0,Yes,Yes,91.52,2699.67,One year,No,No
7590-4207-01280,Female,0,Yes,Yes,114.51,7155.52,Month-to-month,No,Yes
7590-9238-01281,Male,0,Yes,Yes,41.56,1547.92,Two year,Yes,No
7590-3574-01282,Male,0,No,No,63.05,6514.2,Month-to-month,Yes,Yes
7590-1688-01283,Female,1,No,No,66.27,3498.69,Month-to-month,No,Yes
7590-6212-01284,Male,0,Yes,No,57.62,6516.35,One year,No,No
7590-8329-01285,Female,0,No,Yes,108.8,1554.11,Month-to-month,No,Yes
7590-3755-01286,Female,0,Yes,No,104.35,5537.66,One year,No,No
7590-8769-01287,Female,0,Yes,Yes,81.41,1505.41,Month-to-month,No,Yes
7590-6106-01288,Male,0,Yes,No,81.19,4526.79,Month-to-month,No,No
7590-1206-01289,Male,0,No,No,30.53,2640.56,Month-to-month,Yes,No
7590-7337-01290,Female,1,Yes,No,71.41,7991.01,One year,No,No
7590-9907-01291,Male,0,No,Yes,34.62,1027.24,Two year,No,No
7590-7262-01292,Male,1,No,No,82.25,4560.75,Month-to-month,No,Yes
7590-4941-01293,Male,0,Yes,Yes,109.91,4957.72,Month-to-month,Yes,Yes
7590-9797-01294,Male,0,Yes,Yes,82.68,6649.86,One year,No,No
7590-5060-01295,Male,0,Yes,No,92.79,6442.73,One year,Yes,No
7590-9877-01296,Male,0,No,No,113.34,3881.76,Month-to-month,Yes,No
7590-1399-01297,Male,0,No,No,76.14,1243.61,Month-to-month,No,Yes
7590-5898-01298,Female,0,No,No,83.22,2000.02,Month-to-month,Yes,No
7590-8438-01299,Male,0,Yes,No,20.51,2793.7,Two year,Yes,No
7590-2665-01300,Female,0,No,No,51.66,1550.82,Month-to-month,No,No
7590-5014-01301,Male,0,No,No,86.34,3521.65,Month-to-month,No,No
7590-2280-01302,Female,0,Yes,No,63.09,6432.77,Two year,No,No
7590-6792-01303,Male,0,No,No,70.91,1154.67,One year,Yes,No
7590-4609-01304,Female,0,No,No,110.55,3266.79,One year,No,No
7590-7220-01305,Male,0,No,No,96.08,3341.37,Month-to-month,Yes,Yes
7590-7998-01306,Female,0,Yes,No,59.53,868.87,Month-to-month,Yes,Yes
7590-6784-01307,Male,0,No,No,72.97,2009.61,One year,No,No
7590-7326-01308,Female,1,No,No,21.24,2555.44,Two year,Yes,No
7590-7794-01309,Male,0,Yes,No,116.93,5233.92,Two year,No,No
7590-2213-01310,Female,0,No,Yes,83.62,2061.65,Month-to-month,No,No
7590-2973-01311,Female,0,Yes,Yes,95.19,5421.24,Month-to-month,Yes,No
7590-6955-01312,Female,0,No,No,39.08,6132.31,Two year,No,No
7590-7742-01313,Female,1,Yes,No,106.35,1473.37,One year,No,No
7590-2263-01314,Female,0,No,No,45.16,1149.71,One year,No,No
7590-9727-01315,Male,0,Yes,Yes,83.74,6170.13,Month-to-month,No,No
7590-3220-01316,Male,1,Yes,No,95.64,7157.27,Two year,No,No
7590-1549-01317,Female,1,No,No,50.46,1322.24,Month-to-month,No,No
7590-8266-01318,Female,0,Yes,No,55.4,4062.44,Month-to-month,Yes,Yes
7590-5360-01319,Female,0,No,No,105.06,4976.14,Month-to-month,No,No
7590-2938-01320,Female,0,No,Yes,109.51,11.01,One year,Yes,No
7590-7454-01321,Female,1,Yes,No,81.94,2636.89,Month-to-month,No,Yes
