account_id,account_age_months,plan_type,monthly_revenue,seats,support_tickets_30d,feature_adoption_score,cancelled
acct_847,3,Enterprise,115.04,3,2,0.38408635012352343,False
acct_848,53,Pro,392.94,14,2,0.5464283441674065,False
acct_849,59,Pro,55.09,9,2,0.09178885439958806,False
acct_850,35,Pro,407.28,4,0,0.1210529385972351,False
acct_851,59,Pro,275.44,13,1,0.9963902631634974,False
acct_852,27,Pro,319.86,12,2,0.9407717999285069,False
acct_853,50,Pro,318.96,19,1,0.18339742958126615,False
acct_854,1,Free,286.18,7,0,0.02264469538453795,True
acct_855,12,Free,170.72,15,4,0.38714413130380587,True
acct_856,17,Free,220.59,7,0,0.046561911853020055,False
acct_857,32,Pro,42.73,13,1,0.43216668943314385,False
acct_858,7,Pro,397.61,11,1,0.16561335086328943,True
acct_859,44,Enterprise,390.17,14,1,0.7655135816959462,False
acct_860,48,Pro,48.17,9,2,0.45971537206767177,False
acct_861,41,Free,30.22,12,3,0.8949179539202728,False
acct_862,44,Free,95.18,5,3,0.13327690255040836,True
acct_863,41,Enterprise,269.97,7,3,0.3661840482084585,True
acct_864,18,Enterprise,106.97,18,1,0.9935259830861115,False
acct_865,55,Pro,309.68,18,4,0.15181253455090948,False
acct_866,45,Free,335.27,12,1,0.06378634643266456,False
acct_867,7,Pro,460.78,1,0,0.43666429416794916,False
acct_868,58,Free,16.64,9,1,0.8895555800660787,False
acct_869,4,Free,363.0,3,4,0.27837287284015,True
acct_870,23,Pro,199.79,14,0,0.7092308193940942,False
acct_871,33,Pro,218.22,18,1,0.8230844094013133,False
acct_872,27,Free,8.26,18,2,0.2225283441520305,True
acct_873,26,Free,322.74,10,1,0.9999207109895019,False
acct_874,51,Enterprise,453.73,17,4,0.8316901352821247,False
acct_875,37,Free,232.02,3,3,0.7273736541854522,False
acct_876,39,Free,58.64,12,3,0.7593862092743722,False
acct_877,34,Pro,464.81,11,1,0.5387268730233019,False
acct_878,7,Pro,58.29,13,3,0.2000978195839932,True
acct_879,52,Pro,405.12,5,1,0.013993660505542516,False
acct_880,38,Free,3.28,8,1,0.8640123063327955,False
acct_881,33,Free,420.68,9,3,0.8698862698176262,False
acct_882,52,Pro,235.8,8,3,0.18831116319748487,True
acct_883,43,Pro,87.66,9,3,0.7880977243128361,False
acct_884,51,Pro,72.76,16,3,0.2341407109341347,False
acct_885,46,Free,201.41,17,1,0.6894095452292092,False
acct_886,6,Free,153.75,11,0,0.2552989576612966,False
acct_887,27,Free,150.71,13,1,0.33274304046290326,True
acct_888,3,Pro,19.57,18,0,0.6557216825956096,True
acct_889,53,Free,368.27,12,4,0.44387166890976204,False
acct_890,52,Pro,478.31,16,2,0.5773781280253572,False
acct_891,49,Free,53.56,6,2,0.15531793892327206,False
acct_892,26,Pro,18.18,19,1,0.8674254474832703,False
acct_893,48,Free,64.42,1,2,0.5764320445920901,False
acct_894,32,Free,391.52,13,2,0.158895394555435,False
acct_895,14,Pro,218.2,1,1,0.04623598129282813,False
acct_896,44,Pro,499.54,16,4,0.8778494763571874,False
acct_897,49,Free,482.58,18,3,0.9564396862643717,False
acct_898,17,Pro,138.58,8,3,0.6350854013926407,True
acct_899,23,Pro,5.5,18,2,0.9728644213052374,False
acct_900,9,Free,489.22,11,1,0.4584766069288825,True
acct_901,25,Free,294.19,19,1,0.1509767029488187,False
acct_902,55,Free,121.81,19,1,0.5775268806246981,False
acct_903,36,Free,373.2,14,0,0.5467394819285583,False
acct_904,9,Free,26.94,11,2,0.674475621854199,False
acct_905,30,Free,364.11,13,2,0.82729683051264,False
acct_906,53,Enterprise,114.91,12,2,0.837871627817251,False
acct_907,10,Pro,388.17,15,2,0.4310662238498836,True
acct_908,25,Free,190.71,5,4,0.5194120252149272,True
acct_909,24,Pro,349.97,8,3,0.8623103093749085,False
acct_910,40,Pro,420.93,15,1,0.9497638787302989,False
acct_911,13,Pro,422.98,12,3,0.11163316538213408,True
acct_912,42,Pro,332.69,4,3,0.04978423954233702,False
acct_913,17,Enterprise,9.08,11,3,0.6016471148678953,False
acct_914,42,Free,268.06,19,6,0.510369669003802,False
acct_915,40,Free,322.09,14,3,0.5273180571100838,False
acct_916,25,Free,98.69,12,2,0.8833483714398389,False
acct_917,58,Free,35.93,2,1,0.3771891048905972,False
acct_918,26,Pro,421.5,2,4,0.24788059688588637,True
acct_919,48,Enterprise,294.59,17,0,0.26898226132293124,False
acct_920,50,Free,137.15,8,2,0.19212543884521238,False
acct_921,42,Enterprise,116.11,14,1,0.8308134184440685,True
acct_922,45,Free,444.53,5,3,0.3772392971737818,False
acct_923,26,Pro,219.65,9,2,0.6309955875359817,False
acct_924,28,Pro,114.7,14,1,0.20604205799772446,True
acct_925,18,Free,219.45,4,1,0.1700250179229148,False
acct_926,48,Pro,233.68,2,2,0.01584819028937534,False
acct_927,50,Free,169.05,7,1,0.3214143578607588,False
acct_928,20,Pro,172.18,18,4,0.43342655621786685,False
acct_929,55,Free,282.95,7,2,0.3312503587030148,False
acct_930,44,Pro,1.61,5,1,0.5989292005005984,False
acct_931,58,Free,124.07,13,3,0.6082897651573184,False
acct_932,54,Pro,344.49,10,4,0.8509683201734933,False
acct_933,42,Free,293.13,4,2,0.07724944437657977,False
acct_934,6,Free,3.84,10,5,0.6641877722101812,True
acct_935,1,Pro,185.49,6,4,0.5409140287060137,True
acct_936,48,Free,44.01,7,1,0.7277299627069796,False
acct_937,10,Free,157.85,5,2,0.8707051524308722,False
acct_938,19,Free,213.57,17,4,0.24142318389918804,False
acct_939,30,Enterprise,207.15,2,4,0.5118567784808119,False
acct_940,46,Free,162.42,7,2,0.522722078899996,False
acct_941,38,Free,240.45,18,3,0.2566103963378502,False
acct_942,31,Free,412.28,13,4,0.713250146943562,False
acct_943,21,Free,34.58,14,3,0.9323484917497028,False
acct_944,59,Free,440.67,10,2,0.8369415095737694,False
acct_945,24,Enterprise,269.56,13,0,0.9359613939626964,False
acct_946,36,Pro,276.25,12,1,0.8290047724128362,False
acct_947,19,Pro,48.93,1,3,0.4611751739288943,False
acct_948,54,Pro,43.51,12,1,0.46195414878551233,False
acct_949,10,Free,179.52,3,1,0.6477252109317163,False
acct_950,39,Pro,176.26,3,2,0.20289010644917505,False
acct_951,52,Free,325.86,15,5,0.7288583281872809,False
acct_952,40,Free,116.15,2,1,0.5681882562005536,False
acct_953,58,Free,288.42,10,1,0.7140783881017048,False
acct_954,19,Free,49.22,15,0,0.12609983565269345,False
acct_955,25,Pro,279.86,8,1,0.5848571865523677,False
acct_956,46,Pro,37.33,18,3,0.985561126234977,False
acct_957,40,Free,101.06,16,3,0.4439742646724123,False
acct_958,32,Pro,473.4,11,2,0.6752650314412443,False
acct_959,17,Pro,292.25,5,1,0.055503845715343614,False
acct_960,7,Free,136.54,13,4,0.82901105233082,False
acct_961,11,Pro,386.49,15,2,0.3496302873315832,True
acct_962,33,Pro,32.59,1,2,0.40246040385576587,True
acct_963,12,Pro,409.58,2,3,0.6804182597986167,False
acct_964,41,Enterprise,238.46,17,1,0.6225935013848514,False
acct_965,51,Free,134.56,17,1,0.389014475853971,False
acct_966,1,Free,167.07,12,1,0.07156922249974329,False
acct_967,52,Free,166.99,12,0,0.18624062314499568,False
acct_968,13,Free,133.61,4,1,0.9652462573592234,False
acct_969,30,Free,136.85,1,1,0.31916471033042926,False
acct_970,12,Free,232.46,11,2,0.3351812518074949,True
acct_971,31,Free,254.7,10,2,0.6609215304610621,False
acct_972,53,Pro,198.01,7,0,0.6691966235575081,False
acct_973,42,Pro,258.51,15,0,0.31305126349641,False
acct_974,16,Enterprise,400.18,15,5,0.05071630903550861,True
acct_975,9,Free,435.07,11,0,0.4679721919290909,False
acct_976,36,Free,286.12,4,0,0.16148306763106712,False
acct_977,41,Free,158.33,4,1,0.2966502085277434,False
acct_978,32,Free,338.19,5,1,0.18488364075694963,False
acct_979,57,Pro,201.55,3,5,0.7791245229380027,False
acct_980,46,Pro,113.07,13,2,0.6054407956102459,False
acct_981,42,Pro,377.23,16,2,0.8517375166907277,False
acct_982,9,Pro,277.83,19,0,0.8547407946552483,False
acct_983,40,Free,271.81,13,0,0.11237474859042307,True
acct_984,9,Pro,436.41,7,1,0.043630287112090604,False
acct_985,39,Pro,56.98,15,2,0.5198935692357266,False
acct_986,4,Pro,236.5,3,2,0.04471280911846598,True
acct_987,43,Free,36.41,15,3,0.17025730145177564,True
acct_988,6,Free,67.13,17,1,0.655622718416539,False
acct_989,47,Pro,489.95,11,4,0.40756268068862556,False
acct_990,21,Free,412.57,10,5,0.11142122099448348,True
acct_991,5,Free,230.28,14,1,0.4209495954107003,True
acct_992,46,Free,68.69,14,0,0.6713200741467712,False
acct_993,51,Pro,166.55,18,3,0.48221320399659784,False
acct_994,5,Pro,365.95,2,3,0.9325219589826306,False
acct_995,29,Pro,19.85,1,1,0.4109333603362838,False
acct_996,15,Pro,207.8,14,1,0.8799991999630734,False
acct_997,36,Enterprise,21.96,13,2,0.3440884064420128,False
acct_998,23,Pro,365.95,18,1,0.2563675175873379,True
acct_999,26,Pro,37.48,12,0,0.7437228231803423,False
acct_1000,32,Pro,396.07,1,1,0.12563462444956208,False
acct_1001,49,Pro,419.93,11,2,0.4274921889971678,False
acct_1002,9,Pro,256.2,14,2,0.8935881490579071,True
acct_1003,42,Enterprise,79.63,9,0,0.011536767009317606,False
acct_1004,2,Free,166.59,4,5,0.07015528648976832,True
acct_1005,57,Pro,417.14,15,3,0.32986933877596814,False
acct_1006,50,Free,1.1,4,1,0.6527270864993989,False
acct_1007,25,Free,149.39,11,1,0.8491152629972755,False
acct_1008,34,Free,166.82,12,0,0.88209911027476,False
acct_1009,20,Pro,221.09,6,3,0.8563611113298635,False
acct_1010,30,Free,249.44,15,2,0.1871204780646598,True
acct_1011,11,Free,326.66,3,1,0.9702946315776269,False
acct_1012,19,Pro,31.11,17,0,0.8578309298825051,False
acct_1013,24,Free,207.19,4,3,0.8796157945764452,False
acct_1014,52,Free,471.19,18,2,0.7335551970959484,False
acct_1015,47,Pro,454.19,15,0,0.49045227484571674,False
acct_1016,39,Free,382.02,15,1,0.6582139358365741,False
acct_1017,14,Free,61.22,17,1,0.42079406148866205,True
acct_1018,30,Free,101.82,16,3,0.14261540838478293,False
acct_1019,59,Free,285.29,14,2,0.3575681726852741,False
acct_1020,16,Pro,120.72,8,0,0.4036174368801321,False
acct_1021,53,Pro,188.05,6,2,0.7334162537619767,False
acct_1022,49,Free,245.88,15,1,0.6199747150327366,False
acct_1023,23,Pro,146.14,8,1,0.919140755033809,False
acct_1024,43,Free,247.36,5,1,0.401094208566525,False
acct_1025,52,Free,14.64,5,1,0.9769102562768498,False
acct_1026,29,Pro,27.79,14,5,0.17531571640419175,False
acct_1027,44,Pro,289.79,18,0,0.8628477528444174,False
acct_1028,23,Free,325.72,4,2,0.9327534236710037,False
acct_1029,19,Free,375.69,11,1,0.7020470808821272,True
acct_1030,59,Pro,185.09,12,2,0.28628379200261567,False
acct_1031,24,Free,166.34,1,2,0.9552876431955419,False
acct_1032,41,Pro,24.77,3,0,0.3032851556647109,False
acct_1033,31,Pro,331.73,13,1,0.9966253919040369,False
acct_1034,59,Pro,229.52,12,4,0.6408232546337338,False
acct_1035,8,Pro,204.17,16,0,0.3053833221183132,True
acct_1036,44,Free,208.13,17,2,0.1606734173028419,False
acct_1037,2,Pro,81.06,10,0,0.40369219251913,False
acct_1038,26,Free,494.02,15,1,0.9246726580663566,False
acct_1039,23,Free,374.61,2,4,0.5469888960995787,True
acct_1040,35,Pro,228.37,5,1,0.1374921074807557,False
acct_1041,43,Pro,71.27,12,2,0.9560661896181704,False
acct_1042,28,Pro,262.98,10,2,0.33864707838524766,False
acct_1043,21,Pro,199.09,19,3,0.19865711916653528,False
acct_1044,25,Pro,418.07,3,1,0.105442385286447,False
acct_1045,39,Pro,41.76,16,1,0.35673502874658947,False
acct_1046,30,Pro,48.54,7,1,0.9706219554730886,False
acct_1047,53,Pro,382.06,2,2,0.27976912641794216,False
acct_1048,26,Free,219.14,12,3,0.1650876418014393,False
acct_1049,49,Pro,54.74,14,1,0.2798534183051643,False
acct_1050,47,Enterprise,132.19,5,2,0.20449768496107257,False
acct_1051,58,Free,156.15,10,1,0.9181010994694794,False
acct_1052,25,Enterprise,337.88,17,4,0.7435424451689099,False
acct_1053,15,Pro,419.44,19,2,0.041178120120140216,False
acct_1054,32,Free,32.88,17,0,0.5298554522265634,False
acct_1055,6,Pro,59.4,4,1,0.36196529853963544,False
acct_1056,52,Free,474.75,11,5,0.025206121686345062,False
acct_1057,10,Free,401.21,8,2,0.22774296267551153,True
acct_1058,35,Enterprise,443.58,3,0,0.2753388785551466,False
acct_1059,58,Enterprise,5.29,19,1,0.9106078592485874,False
acct_1060,17,Free,22.56,18,1,0.4294692216325853,False
acct_1061,13,Free,118.44,16,3,0.7088000413595535,False
acct_1062,21,Enterprise,451.96,8,0,0.4764304964915925,False
acct_1063,22,Pro,414.74,12,1,0.4096760806528734,False
acct_1064,21,Free,3.88,19,2,0.6494611512060703,False
acct_1065,41,Pro,218.48,17,1,0.18320473093856093,True
acct_1066,12,Free,272.11,15,2,0.20185415982764465,True
acct_1067,29,Pro,288.77,19,2,0.5221836684335498,True
acct_1068,48,Pro,138.97,9,2,0.7138733983865088,False
acct_1069,9,Enterprise,476.95,4,2,0.9707281778530216,False
acct_1070,51,Free,428.47,14,5,0.9415716925283136,False
acct_1071,51,Pro,452.74,18,2,0.423710347913104,False
acct_1072,57,Pro,31.27,4,3,0.6608632062118764,False
acct_1073,28,Free,225.19,16,1,0.28287589630851784,False
acct_1074,26,Pro,448.46,16,0,0.4964326015149847,False
acct_1075,1,Pro,100.32,7,2,0.5552590194902064,True
acct_1076,31,Free,318.61,17,2,0.16550129006035663,False
acct_1077,14,Pro,105.26,6,1,0.8408182838032521,False
acct_1078,57,Free,456.31,19,0,0.4385042554119274,False
acct_1079,26,Free,274.19,6,3,0.526607703543724,False
acct_1080,46,Pro,326.3,14,5,0.2593620822125673,False
acct_1081,25,Pro,7.34,9,2,0.8034923511426569,False
acct_1082,53,Free,404.47,1,1,0.027842906370838416,False
acct_1083,11,Free,44.13,16,0,0.9257552921814252,False
acct_1084,6,Enterprise,33.08,2,1,0.657038355113216,False
acct_1085,29,Pro,433.4,15,0,0.32157884839788775,False
acct_1086,30,Pro,180.74,17,3,0.9749961835995761,False
acct_1087,57,Free,340.1,15,2,0.1165976946872519,False
acct_1088,30,Free,135.23,13,2,0.7091380822150007,False
acct_1089,50,Free,477.62,19,1,0.6893344986894091,False
acct_1090,33,Free,140.15,16,0,0.796795021788067,False
acct_1091,5,Pro,299.02,3,1,0.07497459547264607,False
acct_1092,57,Enterprise,244.72,17,2,0.8145669160052715,False
acct_1093,12,Pro,78.55,16,2,0.5054314117508244,False
acct_1094,32,Free,240.94,4,1,0.6782381679349833,False
acct_1095,7,Pro,54.84,15,3,0.4578759186877205,True
acct_1096,51,Pro,387.85,14,3,0.7388179632861746,False
acct_1097,23,Free,473.56,5,1,0.2737953936504022,False
acct_1098,47,Free,168.27,4,2,0.8656565788490974,False
acct_1099,18,Free,351.16,15,0,0.018527361300997525,True
acct_1100,26,Enterprise,11.25,18,1,0.7121710475550834,False
acct_1101,35,Free,343.53,4,1,0.24120157960132982,False
acct_1102,56,Free,309.13,10,3,0.7170517698438488,False
acct_1103,25,Pro,123.47,9,2,0.17873658991247332,False
acct_1104,5,Enterprise,177.1,6,0,0.5990643209241004,False
acct_1105,14,Free,72.2,16,3,0.9451118525404522,False
acct_1106,40,Free,259.8,3,3,0.7789601401877542,False
acct_1107,56,Free,379.99,18,1,0.9056597971694441,False
acct_1108,25,Free,95.17,6,1,0.47498415687520146,False
acct_1109,3,Free,430.25,11,3,0.5175346431184238,False
acct_1110,23,Free,173.65,11,2,0.739190268965511,False
acct_1111,40,Free,22.68,3,3,0.5878280866195584,False
acct_1112,44,Pro,46.47,4,0,0.004043990829230015,False
acct_1113,39,Pro,293.73,6,2,0.5992033791203846,False
acct_1114,24,Free,126.99,2,0,0.13548400344186273,False
acct_1115,50,Pro,244.75,5,1,0.5325972678629994,False
acct_1116,40,Enterprise,100.71,7,3,0.4346250238667828,False
acct_1117,42,Free,61.12,12,1,0.8409974223769591,False
acct_1118,45,Free,182.48,18,2,0.16233974477515067,False
acct_1119,18,Free,353.71,4,3,0.017697418071043525,False
acct_1120,45,Pro,447.21,3,3,0.3182622666025995,False
acct_1121,37,Pro,65.0,8,3,0.02942055677664923,False
acct_1122,50,Free,82.52,9,0,0.8178530367538235,False
acct_1123,19,Free,247.22,15,1,0.3839837278855843,True
acct_1124,42,Free,459.91,9,2,0.05708893016421157,True
acct_1125,16,Pro,286.54,1,0,0.9181120322854243,False
acct_1126,4,Free,196.92,8,1,0.3787557102420236,True
acct_1127,20,Free,201.91,19,4,0.7161264196993653,False
acct_1128,43,Pro,228.96,3,1,0.5286003205930749,False
acct_1129,52,Enterprise,498.46,2,2,0.3003741915556086,False
acct_1130,59,Free,480.1,13,1,0.14111385622762396,False
acct_1131,27,Enterprise,460.4,11,2,0.6112565081464768,False
acct_1132,8,Enterprise,176.03,14,0,0.4112329481018038,False
acct_1133,53,Pro,317.19,18,1,0.8343483836471242,False
acct_1134,24,Free,130.48,19,1,0.2589439119285827,False
acct_1135,35,Free,428.15,1,2,0.7090294631231162,False
acct_1136,38,Free,418.78,14,1,0.8689111709111133,False
acct_1137,47,Pro,496.49,14,4,0.6422461048763553,False
acct_1138,44,Pro,59.71,2,1,0.8168282811577383,False
acct_1139,15,Pro,80.21,16,3,0.9069024959160191,False
acct_1140,39,Free,2.39,14,1,0.26296598403486193,False
acct_1141,31,Free,366.22,19,3,0.3022491663358543,False
acct_1142,32,Pro,490.26,1,0,0.27995278599907814,False
acct_1143,59,Enterprise,126.58,18,1,0.36879387223013826,False
acct_1144,49,Free,428.13,18,1,0.07998927911170162,False
acct_1145,41,Pro,486.05,9,1,0.18874546463158282,False
acct_1146,33,Pro,71.31,10,4,0.8693238678781434,False
acct_1147,45,Free,468.58,14,1,0.002522338587208295,False
acct_1148,53,Free,358.65,15,1,0.3224232756552723,False
acct_1149,54,Free,191.69,19,1,0.5277267527623393,False
acct_1150,31,Pro,391.45,3,1,0.35471292400740284,False
acct_1151,5,Enterprise,104.91,2,2,0.048619283728824514,False
acct_1152,23,Free,49.78,7,5,0.4789275038851939,False
acct_1153,2,Free,361.02,9,2,0.467937868105886,True
acct_1154,25,Pro,301.64,12,1,0.6525547207022914,False
acct_1155,34,Enterprise,393.96,2,1,0.27704475501698467,False
acct_1156,24,Free,146.67,14,3,0.9621932945782414,False
acct_1157,42,Pro,349.25,18,3,0.050979960965991666,False
acct_1158,13,Pro,253.59,11,5,0.01778474458833612,True
acct_1159,26,Pro,243.28,12,2,0.08655738074616237,True
acct_1160,1,Pro,270.48,3,3,0.5570701707644664,True
acct_1161,44,Free,82.33,12,2,0.45603893863446276,False
acct_1162,54,Free,385.89,11,1,0.1084225325096585,False
acct_1163,58,Free,427.34,14,3,0.24139146694009717,False
acct_1164,31,Pro,284.68,10,1,0.09107309673943886,True
acct_1165,18,Free,405.18,11,5,0.5324357979358898,False
acct_1166,45,Free,322.42,7,3,0.6196773419988366,False
acct_1167,11,Pro,430.88,12,4,0.6808371562556983,True
acct_1168,11,Pro,221.42,1,3,0.9313110241243817,False
acct_1169,35,Free,334.59,16,0,0.37646833608391683,True
acct_1170,22,Enterprise,298.32,3,2,0.11701853961960851,True
acct_1171,7,Free,313.09,13,2,0.9613230754433937,False
acct_1172,22,Pro,72.49,14,2,0.3813455800030996,False
acct_1173,46,Free,55.94,4,1,0.028152008520338057,False
acct_1174,12,Pro,395.4,16,1,0.22243301122473824,True
acct_1175,18,Pro,317.39,5,2,0.6606652020793685,False
acct_1176,56,Free,249.81,1,2,0.9749603335901502,False
acct_1177,18,Free,447.21,10,2,0.7136027460940519,False
acct_1178,25,Pro,307.54,5,1,0.6066763035922987,False
acct_1179,7,Pro,352.9,9,3,0.4154405057307109,True
acct_1180,53,Free,376.59,3,1,0.26581182564445016,False
acct_1181,1,Free,389.35,12,1,0.4457729918646929,False
acct_1182,10,Pro,35.48,1,3,0.030517230615311086,True
acct_1183,4,Pro,97.3,2,0,0.5994930528480443,False
acct_1184,44,Free,204.7,11,3,0.2877762365363732,False
acct_1185,18,Pro,495.68,10,1,0.8779362824472395,False
acct_1186,20,Enterprise,240.61,10,1,0.5353865817147768,False
acct_1187,11,Free,475.17,18,3,0.2339699057724144,True
acct_1188,45,Pro,497.06,9,1,0.7000080254670137,False
acct_1189,6,Pro,23.82,5,0,0.3855817251975937,False
acct_1190,26,Free,374.52,6,1,0.022711270479753964,True
acct_1191,20,Pro,362.11,7,4,0.9630309565904837,False
acct_1192,15,Free,214.36,19,5,0.9048105681341119,False
acct_1193,23,Free,20.29,19,3,0.8198963258456302,False
acct_1194,17,Pro,148.75,6,2,0.30454730716363687,True
acct_1195,2,Free,135.36,5,1,0.4383848398242267,True
acct_1196,36,Free,230.42,6,2,0.8263083083270603,False
acct_1197,35,Free,328.15,9,2,0.05219711545069594,False
acct_1198,19,Pro,109.7,3,1,0.124868652849904,True
acct_1199,45,Pro,154.45,19,2,0.9803321539229032,False
acct_1200,40,Pro,491.58,8,1,0.27131695333994943,False
acct_1201,8,Free,490.36,11,3,0.610914150001923,False
acct_1202,23,Pro,368.16,19,2,0.4620965179055677,False
acct_1203,36,Enterprise,357.8,4,0,0.5438292127636623,False
acct_1204,1,Free,1.38,13,1,0.9940433395576174,True
acct_1205,22,Free,327.43,5,2,0.06901354633818291,False
acct_1206,8,Pro,338.14,6,1,0.8853056889541402,False
acct_1207,9,Pro,464.44,5,3,0.585834634150651,False
acct_1208,26,Pro,216.76,17,4,0.8559559092032074,False
acct_1209,19,Pro,209.48,3,1,0.441819794128536,False
acct_1210,54,Pro,209.19,8,2,0.6669019153123793,False
acct_1211,28,Free,385.29,18,1,0.11364662622608868,False
acct_1212,59,Pro,476.59,9,2,0.9486724185176695,False
acct_1213,27,Free,369.35,4,2,0.7727764077841369,False
acct_1214,50,Pro,163.28,3,1,0.871792407326211,False
acct_1215,48,Pro,186.6,4,0,0.5822370558707318,False
acct_1216,45,Pro,119.73,11,1,0.042376691308526615,False
acct_1217,12,Pro,484.2,6,1,0.3972830895402255,False
acct_1218,29,Pro,234.35,3,0,0.49098359477645614,False
acct_1219,12,Free,488.27,7,2,0.07488771171335729,True
acct_1220,11,Free,246.87,19,4,0.8919021269663253,False
acct_1221,57,Free,350.17,17,2,0.07370249859800526,False
acct_1222,57,Pro,25.0,10,2,0.310339985437158,False
acct_1223,43,Enterprise,366.73,12,2,0.6287274152414734,False
acct_1224,34,Free,195.71,2,1,0.938722323343701,False
acct_1225,35,Pro,21.84,3,3,0.8493367536099401,False
acct_1226,20,Free,27.28,19,0,0.1770038550914611,False
acct_1227,26,Pro,41.37,10,1,0.7491523773741836,False
acct_1228,46,Pro,467.62,9,1,0.8839353004395215,False
acct_1229,39,Free,430.43,13,4,0.2716222902239165,False
acct_1230,33,Free,142.14,5,5,0.3718288156372104,False
acct_1231,20,Free,374.74,5,1,0.11532801349371169,True
acct_1232,28,Free,329.28,8,0,0.4191563115054614,False
acct_1233,17,Free,440.47,12,0,0.05266035849722328,True
acct_1234,35,Enterprise,378.33,6,3,0.6936783370615355,False
acct_1235,18,Free,380.65,5,4,0.24428486744136613,True
acct_1236,33,Pro,357.25,16,1,0.8255060841192327,False
acct_1237,6,Pro,298.13,7,2,0.6863323632023159,True
acct_1238,49,Pro,146.13,4,1,0.021010202897138508,False
acct_1239,27,Free,242.22,18,1,0.9933637151804048,False
acct_1240,17,Pro,292.42,12,1,0.70523212577144,False
acct_1241,22,Pro,453.57,9,0,0.8138729004427805,False
acct_1242,57,Free,235.73,7,0,0.9072283705976291,False
acct_1243,43,Free,184.46,4,3,0.5776714436524313,False
acct_1244,27,Pro,92.75,14,0,0.29468270616634773,False
acct_1245,15,Free,57.63,6,2,0.8597393732653577,False
acct_1246,55,Free,315.2,16,1,0.9355820203434324,False
acct_1247,54,Pro,127.5,4,2,0.21639533001272526,False
acct_1248,51,Free,472.19,5,2,0.7095063885639984,False
acct_1249,35,Free,3.37,14,1,0.7747404855424036,False
acct_1250,43,Pro,319.67,18,2,0.7699125262143965,False
acct_1251,38,Pro,380.55,4,3,0.6725372282653705,False
acct_1252,43,Free,95.58,14,2,0.457521937479056,False
acct_1253,15,Free,464.27,15,4,0.301813538396408,True
acct_1254,40,Free,370.22,12,1,0.7713010545520119,False
acct_1255,27,Enterprise,474.39,14,1,0.3917746831894525,False
acct_1256,38,Pro,49.21,6,1,0.17329293204349294,False
acct_1257,24,Free,138.32,4,0,0.09970335936959707,False
acct_1258,40,Free,123.1,19,0,0.9768870011585322,False
acct_1259,25,Free,207.73,2,2,0.15582484458878376,False
acct_1260,20,Pro,272.84,15,2,0.2501660756097316,False
acct_1261,43,Free,56.4,15,1,0.9533647475732999,False
acct_1262,44,Pro,317.87,17,2,0.9214296464811383,False
acct_1263,30,Free,204.94,11,0,0.9457235898158368,False
acct_1264,58,Free,155.55,1,2,0.7607489136287913,False
acct_1265,54,Free,174.22,7,2,0.3410845622855835,False
acct_1266,43,Pro,285.77,10,3,0.5640965962539384,False
acct_1267,21,Pro,312.06,18,3,0.7854379980556295,False
acct_1268,30,Pro,423.66,18,2,0.2500765946650376,True
acct_1269,37,Pro,186.86,10,3,0.2140069808784104,True
acct_1270,18,Free,328.42,13,2,0.4096544475854158,False
acct_1271,45,Pro,143.24,10,1,0.11388892179302246,False
acct_1272,41,Free,156.73,12,1,0.523848643513615,True
acct_1273,9,Free,492.13,15,1,0.8797677519112489,False
acct_1274,57,Pro,158.84,11,0,0.23822665578069446,False
acct_1275,36,Free,182.26,7,0,0.04797171927581001,False
acct_1276,44,Free,125.14,3,0,0.31450016202217324,False
acct_1277,2,Free,227.91,11,0,0.8512418547480212,False
acct_1278,29,Free,159.98,1,2,0.8470584387599602,False
acct_1279,40,Enterprise,303.02,15,2,0.11329524533842183,False
acct_1280,26,Pro,303.11,16,1,0.055266452564125546,True
acct_1281,42,Free,496.9,12,0,0.33100207573623086,False
acct_1282,57,Free,328.81,5,0,0.9663184669891214,False
acct_1283,42,Free,382.7,16,2,0.2621809176773554,False
acct_1284,21,Pro,222.73,16,0,0.9347331766084036,False
acct_1285,57,Free,454.22,15,2,0.21258580917542036,False
acct_1286,13,Pro,459.92,9,2,0.3678180815295309,False
acct_1287,10,Pro,190.0,6,1,0.3187685617138938,False
acct_1288,44,Free,177.43,6,3,0.9609218983122404,False
acct_1289,8,Pro,198.69,7,2,0.78771915762795,False
acct_1290,9,Free,148.91,12,2,0.7235326733942313,False
acct_1291,45,Pro,407.43,13,0,0.4538701955714626,False
acct_1292,58,Free,111.48,8,2,0.5760361146815166,False
acct_1293,11,Free,481.41,5,0,0.3005676293015406,False
acct_1294,45,Pro,462.65,2,2,0.2210311249087128,False
acct_1295,4,Pro,382.03,5,3,0.7540449530450359,False
acct_1296,45,Free,141.61,1,2,0.24223188224752745,True
acct_1297,50,Free,433.29,9,0,0.738587127130295,False
acct_1298,35,Free,210.63,6,2,0.5914801543613174,True
acct_1299,4,Pro,100.14,1,0,0.762531622425353,False
acct_1300,56,Free,345.28,4,3,0.7753654161219781,False
acct_1301,23,Free,270.33,6,1,0.31416961809796784,False
acct_1302,27,Pro,470.67,3,3,0.9916479978988924,False
acct_1303,56,Free,285.43,2,2,0.8158146748134049,False
acct_1304,56,Free,442.86,6,2,0.8384475873183936,False
acct_1305,4,Pro,443.12,16,2,0.7990814208520565,False
acct_1306,37,Pro,342.81,1,1,0.11254196805074901,False
